Book ID,Book Name,Admin Type,Province,County,Address,Dynasty,Period,Edition,Volume,Author,Source,Book Year,Edition Year,TimeSpan:begin,TimeSpan:end,Longitude,Latitude
"H00B0","五臺縣志","縣","山西","忻州","五臺縣","清","乾隆","","8卷首1卷","王秉韜纂修.","哈佛燕京圖書館藏珍稀方志","1780","1780","1736","1795","113.259209","38.719177"
"H010D","清涼山志輯要","山水","山西","忻州","清涼山","清","乾隆","","二卷","汪本直輯.","哈佛燕京圖書館藏珍稀方志","1780","1780","1736","1795","113.612489","38.9949803"
"H00D1","同州府志","府","陝西","渭南","同州府","清","乾隆","","60卷首1卷","吳泰來纂修.","哈佛燕京圖書館藏珍稀方志","1781","1781","1736","1795","109.939082","34.797245"
"H004B","潛山縣志","縣","安徽","安慶","潛山縣","清","乾隆","","二十四","游端友等纂 ; 李載陽修.","哈佛燕京圖書館藏珍稀方志","1781","1781","1736","1795","116.5672","30.630346"
"H0195","惠民縣志","縣","山東","濱州市","惠民縣","清","乾隆","","10卷首1卷","倭什布主修 ; 劉長靈, 周中規纂修.","哈佛燕京圖書館藏珍稀方志","1782","1782","1736","1795","117.503891","37.482723"
"H0172","邱縣志","縣","河北","邯鄲市","邱縣","清","乾隆","修刊本.","8卷","黃景曾等修.","哈佛燕京圖書館藏珍稀方志","1782","1782","1736","1795","115.15681","36.71392"
"H00B1","盂縣志","縣","山西","陽泉市","盂縣","清","乾隆","","10卷首1卷末1卷","吳森纂 ; 馬廷俊修.","哈佛燕京圖書館藏珍稀方志","1784","1784","1736","1795","113.41297","38.09096"
"H00CC","直隸邠州志","州","陝西","咸陽","邠州","清","乾隆","","25卷","王朝爵主修 ; 孫星衍纂.","哈佛燕京圖書館藏珍稀方志","1784","1844","1736","1795","108.077988","35.039658"
"H00D8","長安志","縣","陝西","西安","長安","宋","熙寧","","20卷圖3卷","宋敏求撰 ; 畢沅校.","哈佛燕京圖書館藏珍稀方志","1784","1784","1068","1077","108.687021","34.2590616"
"H014B","寶雞縣志","縣","陝西","寶雞地區","寶雞縣","清","乾隆","","16卷","董詔等纂 ; 鄧夢琴修.","哈佛燕京圖書館藏珍稀方志","1785","1785","1736","1795","107.240168","34.3616202"
"H0187","濟寧直隸州志","州","山東","濟寧市","濟寧州","清","乾隆","","34卷首1卷","盛百二纂; 王道亨修.","哈佛燕京圖書館藏珍稀方志","1785","1785","1736","1795","116.577865","35.410431"
"H002E","潼川府志","府","四川","綿陽市","潼川府","清","乾隆","","12卷","李芳穀等纂 ; 張松孫修.","哈佛燕京圖書館藏珍稀方志","1786","1786","1736","1795","105.08757","31.09462"
"H0183","大清一統志輯要","一統","北京","北京","北京","清","乾隆","","50卷","洪亮吉撰 ; 山左輿國局校","哈佛燕京圖書館藏珍稀方志","1788","1902","1736","1795","116.3705288","39.9084747"
"H0048","黔陽縣志","縣","湖南","懷化市","黔陽縣","清","乾隆","","42卷","危元福纂 ; 姚文起修.","哈佛燕京圖書館藏珍稀方志","1788","1789","1736","1795","109.81185","27.19513"
"H0054","南昌府志","府","江西","南昌","南昌府","清","乾隆","","76卷首1卷末1卷","謝啓昆等纂 ; 陳蘭森等修.","哈佛燕京圖書館藏珍稀方志","1789","1789","1736","1795","115.89772","28.674896"
"H0078","寧志餘聞","縣","浙江","海寧","海寧州","清","乾隆"," 小清儀阁寫本","八卷","周廣業纂修.","哈佛燕京圖書館藏珍稀方志","1789","1789","1736","1795","120.5375","30.40628"
"H00B7","虞鄉縣志","縣","山西","運城","虞鄉縣","清","乾隆","","12卷","周大儒纂修.","哈佛燕京圖書館藏珍稀方志","1789","1789","1736","1795","110.617546","34.859409"
"H0151","平湖縣志","縣","浙江","嘉興","平湖縣","清","乾隆","","10卷首1卷末1卷","張誠等纂 ; 王恒修.","哈佛燕京圖書館藏珍稀方志","1790","1790","1736","1795","121.012344","30.70422"
"H0114","廣雁蕩山志","山水","浙江","溫州","雁蕩山","清","乾隆","","二八卷, 卷首末各一卷","曾唯增輯.","哈佛燕京圖書館藏珍稀方志","1790","1790","1736","1795","121.0497646","28.3508804"
"H0110","攝山志","山水","南京","棲霞","攝山","清","乾隆","","八卷, 卷首一卷","陳毅撰 ; 汪志伊補訂.","哈佛燕京圖書館藏珍稀方志","1790","1790","1736","1795","118.9522824","32.1581733"
"H0027","衛藏圖識","省","西藏自治區","拉薩","衛藏","清","乾隆","","4卷蠻語1卷","馬揭, 盛繩祖輯","哈佛燕京圖書館藏珍稀方志","1792","1792","1736","1795","91.16425","29.70738"
"H008E","鬱林州志","州","廣西","玉林","鬱林州","清","乾隆","","10卷","邱桂山等修.","哈佛燕京圖書館藏珍稀方志","1792","1792","1736","1795","110.1178324","22.6378735"
"H017B","三藏志畧","省","西藏自治區, 四川","拉薩","康, 衛, 藏","清","乾隆","抄本；補纂部分成于道光(1821－1850)中期 (Capa)","2卷","沈宗衍, 岳鍾琪著","哈佛燕京圖書館藏珍稀方志","1795","1795","1736","1795","91.0052384","29.6490404"
"H010A","寶華山志","山水","江蘇","鎮江","寶華山","清","乾隆","","十五卷, 卷首","劉名芳纂修.","哈佛燕京圖書館藏珍稀方志","1795","1795","1736","1795","119.0759621","32.1411555"
"H0042","常昭合志","縣","江蘇","蘇州","常熟縣,昭文縣","清","嘉慶","","12卷首1卷","言如泗等纂 ; 王錦, 楊繼熊等修.","哈佛燕京圖書館藏珍稀方志","1795","1805","1796","1820","120.73379","31.64658"
"H00DB","魯山縣志","縣","河南","平頂山","魯山縣","清","乾隆","","26卷","武億, 董作棟纂修.","哈佛燕京圖書館藏珍稀方志","1795","1796","1736","1795","112.901939","33.737118"
"H0041","灃志舉要","州","湖南","澧縣","澧州","清","乾隆","","3卷","潘相修 ; 潘承煒續輯校刋","哈佛燕京圖書館藏珍稀方志","1797","1797","1736","1795","111.75699","29.64015"
"H007C","嘉善縣志","縣","浙江","嘉善","嘉善縣","清","嘉慶","","20卷首1卷","錢星查等纂 ; 萬相賓修","哈佛燕京圖書館藏珍稀方志","1799","1800","1796","1820","120.92585","30.830898"
"H0065","丹徒縣志","縣","江蘇","鎮江","丹徒縣","清","嘉慶","","47卷首4卷","蔣宗海等纂 ; 貴中孚等修.","哈佛燕京圖書館藏珍稀方志","1803","1803","1796","1820","119.433853","32.131962"
"H001E","羊城古鈔","府","廣東","廣州","廣州","清","嘉慶","","8卷首1卷","仇池石","哈佛燕京圖書館藏珍稀方志","1806","1806","1796","1820","113.264385","23.12911"
"H00AB","續掖縣志","縣","山東","煙臺","掖縣","清","嘉慶","","4卷","[李兆元... et al. 編纂].","哈佛燕京圖書館藏珍稀方志","1807","1807","1796","1820","119.938004","37.17543"
"H006A","瑞安縣志","縣","浙江","溫州","瑞安市","清","嘉慶","","10卷首1卷","黄徵義等纂 ; 張德標修","哈佛燕京圖書館藏珍稀方志","1808","1808","1796","1820","120.655148","27.778657"
"H0155","伊犁總統事略","省","新疆維吾爾自治區","霍城","伊犁府","清","道光","","12卷附西陲竹枝詞1卷","祁韻士... et al. 編纂","哈佛燕京圖書館藏珍稀方志","1809","1809","1821","1850","80.86755","44.05172"
"H0068","同里志","鎮","江蘇","蘇州","同里","清","嘉慶","重鉛印本","24卷","周之楨","哈佛燕京圖書館藏珍稀方志","1812","1917","1796","1820","120.723089","31.149895"
"H0002","蜀典","省","四川","成都","四川省","清","嘉慶","重雕本","12卷","張澍編輯","哈佛燕京圖書館藏珍稀方志","1812","1876","1796","1820","104.078","30.65039"
"H0057","邳州志","州","江蘇","徐州","邳州","清","嘉慶","","18卷首1卷","陳爕等纂 ; 丁觀堂修.","哈佛燕京圖書館藏珍稀方志","1812","1812","1796","1820","117.963066","34.47102"
"H00F1","續纂淮關統志","關隘","江蘇","淮安","淮關","清","嘉慶","","13卷","元成纂.","哈佛燕京圖書館藏珍稀方志","1816","1816","1796","1820","118.7674917","33.6030117"
"H003E","臨川縣續志","縣","江西","撫州","臨川縣","清","嘉慶","","12卷","秦沆纂修.","哈佛燕京圖書館藏珍稀方志","1816","1816","1796","1820","116.351341","27.984781"
"H0144","歷陽典錄","縣","安徽","馬鞍山","歷陽","清","嘉慶","","34卷 補6卷","陳廷桂纂輯.","哈佛燕京圖書館藏珍稀方志","1818","1829","1796","1820","118.1231418","31.7614518"
"H003C","泰和縣志","縣","江西","吉安","泰和縣","清","道光","","48卷","楊訒纂修 ; 徐迪惠訂正","哈佛燕京圖書館藏珍稀方志","1823","1826","1821","1850","114.908872","26.789958"
"H000F","河北採風録","省","河南","新鄉","彰德府, 衛輝府, 懷慶府","清","道光","","4卷","王鳳生","哈佛燕京圖書館藏珍稀方志","1826","1826","1821","1850","113.74489","35.2925153"
"H00C5","雲南備徵志","省","雲南","昆明","雲南省","清","宣統","重刊雲南備徵志 edition (1910) included in 雲南叢書 (1914) (capa)","21卷","王崧纂輯","哈佛燕京圖書館藏珍稀方志","1831","1914","1909","1911","101.3431058","24.4752847"
"H0066","無錫金匱續志","縣","江蘇","無錫","無錫","清","道光","","10卷首1卷","楊熙之等纂 ; 李彭齡修","哈佛燕京圖書館藏珍稀方志","1840","1913","1821","1850","120.31191","31.491169"
"H0067","元和唯亭志","鎮","江蘇","蘇州","唯亭","清","道光","","20卷首1卷末1卷","沈藻采等","哈佛燕京圖書館藏珍稀方志","1848","1934","1821","1850","120.694905","31.347059"
"H0020","山東考古録","省","山東","濟南","山東省","清","光緒","1850重刊本","32卷","葉圭綬","哈佛燕京圖書館藏珍稀方志","1850","1882","1875","1908","117.00149","36.65013"
"H003D","長寧縣志","縣","江西","贛州","長甯縣","清","咸豐","","4卷首一卷末一卷","曾撰等纂 ; 蘇霈芬等修","哈佛燕京圖書館藏珍稀方志","1851","1860","1851","1861","104.921174","28.582169"
"H00FF","開原縣志","縣","遼寧","鐵嶺","開原縣","清","咸豐","","8卷首1卷","全祿修，張式金纂","哈佛燕京圖書館藏珍稀方志","1857","1857","1851","1861","124.038268","42.546307"
"H00D9","福建通志","省","福建","福州","福建省","清","道光","","政事略15卷","劉建韶撰.","哈佛燕京圖書館藏珍稀方志","1861","1861","1821","1850","119.321577","26.073954"
"H016B","冰嶺紀程","山水","新疆維吾爾自治區","阿克蘇地區","冰嶺","清","同治","精寫手稿本.","一卷, 附 度嶺吟 一卷","景廉撰.","哈佛燕京圖書館藏珍稀方志","1863","1863","1862","1874","80.26083","41.16687"
"H000C","明州繫年錄","州","浙江","寧波","明州","清","光緒","","7卷","董沛述","哈佛燕京圖書館藏珍稀方志","1866","1878","1875","1908","121.54266","29.86632"
"H00FA","畿輔通志","省","河北, 北京, 天津","保定","畿輔","清","同治","木刻本","300卷","黃彭年等纂 ; 李鴻章修","哈佛燕京圖書館藏珍稀方志","1872","1885","1862","1874","115.50209","38.8557"
"H0022","豫乘識小録","省","河南","開封","開封","清","同治","","2卷","朱雲錦","哈佛燕京圖書館藏珍稀方志","1873","1873","1862","1874","114.34333","34.78548"
"H000E","閩雜記","省","福建","福州","福州","清","光緒","","12卷","施鴻保","哈佛燕京圖書館藏珍稀方志","1875","1875","1875","1908","119.32158","26.07395"
"H009C","青縣志","縣","河北","滄州","青縣","清","光緒","","10卷","茹岱林等纂 ; 江貢琛修","哈佛燕京圖書館藏珍稀方志","1875","1882","1875","1908","116.83639","38.576379"
"H003F","金陵瑣志","市","江西","南京","南京市","清","光緒","","6卷","陳作霖等編","哈佛燕京圖書館藏珍稀方志","1876","1885","1875","1908","118.796877","32.060255"
"H0016","馬嵬志","山水","陝西","興平","馬嵬","清","光緒","","16卷首1卷","胡鳳丹纂修","哈佛燕京圖書館藏珍稀方志","1876","1877","1875","1908","108.3689","34.31767"
"H00CD","延慶州志","州","北京","延慶","延慶州","清","光緒","覆光緒5年刋本","12卷首1卷末1卷","張惇德纂 ; 何道增等修","哈佛燕京圖書館藏珍稀方志","1879","1921","1875","1908","115.974848","40.456951"
"H0010","恒山續志","山水","山西","大同","恒山","清","光緒","","一卷","賀澍恩續","哈佛燕京圖書館藏珍稀方志","1879","1879","1875","1908","113.5985317","39.7062467"
"H00FD","奉化縣志","縣","吉林","四平","奉化縣","清","光緒","版藏本署","14卷末1卷","錢開震","哈佛燕京圖書館藏珍稀方志","1885","1885","1875","1908","124.33539","43.30706"
"H016C","鎮安縣志","縣","陝西","商洛","鎮安縣","清","光緒","精寫稿本.","1卷","不著纂修人.","哈佛燕京圖書館藏珍稀方志","1886","1886","1875","1908","109.15329","33.431843"
"H000D","永嘉聞見錄","縣","浙江","溫州","永嘉縣","清","光緒","","2卷","孫同元","哈佛燕京圖書館藏珍稀方志","1888","1888","1875","1908","120.65322","28.01829"
"H0098","貴縣志","縣","廣西","貴港","貴縣","清","光緒","","8卷","梁吉祥等纂 ; 王仁鍾等修","哈佛燕京圖書館藏珍稀方志","1893","1894","1875","1908","109.598926","23.11153"
"H006D","台州府志","州","浙江","臨海","台州","清","光緒","台州旅杭同鄉會，鉛印本 (Capa)","100卷","王舟瑤纂 ; 王佩瑤校","哈佛燕京圖書館藏珍稀方志","1897","1926","1875","1908","121.42076","28.65638"
"H0064","泰伯梅里志","鄉","江蘇","無錫","無錫市","清","光緒","","8卷","吳熙","哈佛燕京圖書館藏珍稀方志","1897","1897","1875","1908","120.31191","31.491169"
"H0006","江西要覽","省","江西","南昌","江西省","清","光緒","據文義堂本新刻","20卷","陳炳星纂輯 ; 陳增玉校","哈佛燕京圖書館藏珍稀方志","1900","1900","1875","1908","115.89772","28.6749"
"H000B","江寧府七縣地形考略","府","江蘇","南京","江寧府","清","光緒","","不分卷","黄起鳳等同校","哈佛燕京圖書館藏珍稀方志","1901","1901","1875","1908","118.76899","32.05256"
"H0046","婺源鄉土志","縣","江西","上饒","婺源縣","清","光緒","","不分卷","董鍾琪等原撰 ; 王鴻椿校正","哈佛燕京圖書館藏珍稀方志","1908","1908","1875","1908","117.861797","29.248085"
"H007F","新會鄉土志","鄉","廣東","新會","新會縣","清","宣統","粵東編譯公司承印, 铅印本（capa)","15篇","譚鑣纂修.","哈佛燕京圖書館藏珍稀方志","1908","1908","1909","1911","113.034187","22.4583"
"H00FE","遼陽鄉土志","縣","遼寧","遼陽","遼陽州","清","光緒","","不分卷","永貞","哈佛燕京圖書館藏珍稀方志","1908","1908","1875","1908","123.105694","41.205329"
"H0047","彙刻太倉舊志五種","州","江蘇","太倉","太倉州","清","宣統","","26卷","龔明之 ... et al. 著","哈佛燕京圖書館藏珍稀方志","1909","1909","1909","1911","121.13055","31.457735"
"H0052","上元江寧鄉土志","縣","江蘇","南京","江寧區","清","宣統","","6卷","陳作霖","哈佛燕京圖書館藏珍稀方志","1910","1910","1909","1911","118.839685","31.953702"
"H017F","盤山廳志","廳","遼寧","盤錦","盤山廳","清","宣統","修補本 (capa) ","1卷","楊紹宗[纂修]","哈佛燕京圖書館藏珍稀方志","1910","1910","1909","1911","121.996499","41.242873"
"H00C3","西藏新志","省","西藏","拉薩","西藏","清","宣統","鉛印本","3卷","許光世, 蔡晉成編","哈佛燕京圖書館藏珍稀方志","1911","1911","1909","1911","91.13447","29.65235"
"H002D","西康建省記","省","四川","甘孜藏族自治州","西康","民國","民國","","","傅嵩著 ; 陳棟樑重刊","哈佛燕京圖書館藏珍稀方志","1912","1932","1911","1949","100.6298538","29.9462008"
"H0104","雙陽縣鄉土志","縣","吉林","長春","雙陽縣","民國","民國","","不分卷","吳榮桂","哈佛燕京圖書館藏珍稀方志","1914","1914","1911","1949","125.664662","43.525311"
"H0019","直隸風土調查録","省","河北, 河南, 天津, 北京","北京","直隸省","民國","民國","","","直隸省視學編纂","哈佛燕京圖書館藏珍稀方志","1915","1915","1911","1949","116.06543","39.80779"
"H001F","山東鄒縣地理志","縣","山東","濟寧","鄒縣","民國","民國","","不分卷","張丕矩","哈佛燕京圖書館藏珍稀方志","1917","1917","1911","1949","117.003743","35.405184"
"H0182","鍾南淮北區域志","區域","江蘇","南京","南京","民國","民國","石印本.","3卷","陳詒紱編輯 ; [陳作霖鑒定]","哈佛燕京圖書館藏珍稀方志","1917","1917","1911","1949","118.796877","32.060255"
"H0100","開原縣志","縣","遼寧","鐵嶺","開原縣","民國","民國","","6卷","趙家幹","哈佛燕京圖書館藏珍稀方志","1917","1917","1911","1949","124.038268","42.546307"
"H0080","雙林鎮志","鎮","浙江","湖州","雙林鎮","民國","民國","鉛印本.","32卷","不詳","哈佛燕京圖書館藏珍稀方志","1917","1917","1911","1949","120.330318","30.772513"
"H0181","蓋平縣鄉土志","縣","遼寧","營口","蓋平縣","民國","民國","石印本","2卷","崔正峰, 郭春藻編輯","哈佛燕京圖書館藏珍稀方志","1920","1920","1911","1949","122.348936","40.400611"
"H0103","大中華吉林地理志","省","吉林","吉林","吉林省","民國","民國","","","林傳甲","哈佛燕京圖書館藏珍稀方志","1921","1921","1911","1949","126.4371385","43.1520105"
"H00CB","宜良縣志","縣","雲南","昆明","宜良縣","民國","民國","","10卷","許實纂 ; 王槐榮等修","哈佛燕京圖書館藏珍稀方志","1921","1921","1911","1949","103.141335","24.919532"
"H0031","湖北通志","省","湖北","武昌","湖北省","民國","民國","精裝版 ; 影印本 of the 1921 ed. (capa)","172卷首1卷末1卷","楊承禧","哈佛燕京圖書館藏珍稀方志","1921","1934","1911","1949","114.2703269","30.5619152"
"H0105","呼倫貝爾志略","市","內蒙古自治區","呼倫貝爾","呼倫貝爾區","民國","民國","","不分卷","程廷恆","哈佛燕京圖書館藏珍稀方志","1922","1924","1911","1949","119.48865","49.2009262"
"H0083","新塍鎮志","鎭","浙江","嘉興","新塍鎭","民國","民國","","26卷首1卷","朱士楷等纂輯","哈佛燕京圖書館藏珍稀方志","1922","1923","1911","1949","120.6056674","30.7970054"
"H0084","佛山忠義鄉志","鄉","廣東","南海","佛山鎮","民國","民國","","19卷首1卷","盧公輔","哈佛燕京圖書館藏珍稀方志","1923","1923","1911","1949","113.121435","23.021478"
"H0009","滇繹","省","雲南","昆明","滇","民國","民國","","4卷","袁嘉穀","哈佛燕京圖書館藏珍稀方志","1923","1923","1911","1949","102.600965","25.0213216"
"H005C","瓜州志","州","江蘇","揚州","瓜洲鎮，江都縣","清","嘉慶","","8卷首1卷","總纂訂吳耆德，王養度；編輯馮錦","哈佛燕京圖書館藏珍稀方志","1923","1923","1796","1820","119.38907","32.250675"
"H00FC","雙山縣鄉土志","縣","吉林","四平","雙山縣","民國","民國","","不分卷","牛爾裕编","哈佛燕京圖書館藏珍稀方志","1924","1924","1911","1949","123.1443645","43.7368556"
"H0017","北戴河海濱志略","區域","河北","秦皇島","北戴河海濱","民國","民國","","","管洛聲","哈佛燕京圖書館藏珍稀方志","1925","1925","1911","1949","119.2908212","39.8503848"
"H0180","錫金續識小錄","縣","江蘇","無錫","無錫","民國","民國","","6卷","竇鎮編輯","哈佛燕京圖書館藏珍稀方志","1925","1925","1911","1949","120.31191","31.491169"
"H0085","嘉泰會稽志","縣","浙江省","紹興","紹興縣","宋","寶慶","","8卷","不詳","哈佛燕京圖書館藏珍稀方志","1926","1926","1225","1227","120.57826","30.00451"
"H0101","續修懷德縣志","縣","吉林","四平","懷德縣","民國","民國","","12卷","孫雲章總纂修","哈佛燕京圖書館藏珍稀方志","1929","1934","1911","1949","105.6988892","21.0243168"
"H008C","龍山鄉志","鄉","廣東","佛山","龍山鄉","民國","民國","","15卷","温肅等纂.","哈佛燕京圖書館藏珍稀方志","1930","1930","1911","1949","113.07374","22.86874"
"H0012","增訂吉林地理紀要","省","吉林","吉林","吉林省","民國","民國","","2卷","魏聲龢編著","哈佛燕京圖書館藏珍稀方志","1931","1931","1911","1949","125.6711773","43.5997757"
"H0001","定縣社會概況調查","縣","河北","保定","定縣","民國","民國","","","李景漢編","哈佛燕京圖書館藏珍稀方志","1933","1933","1911","1949","114.990392","38.516461"
"H0063","寶山縣月浦里志","縣","上海","寶山","月浦鎮, 寶山縣","民國","民國","","15卷首1卷附錄1卷","總纂陳應康 ; 分纂郭永芬 and others","哈佛燕京圖書館藏珍稀方志","1933","1933","1911","1949","121.421874","31.420287"
"H0007","湖南地理志","省","湖南","長沙","湖南省","民國","民國","","","傅角今編著","哈佛燕京圖書館藏珍稀方志","1933","1933","1911","1949","111.8568586","27.6252995"
"H0102","吉林新志","省","吉林","吉林","吉林省","民國","民國","校訂本（capa）","2卷","劉爽","哈佛燕京圖書館藏珍稀方志","1934","1934","1911","1949","126.4371385","43.1520105"
"H0014","綏遠省分縣調查概要","省","內蒙古自治區","呼和浩特","綏遠省","民國","民國","","","楊增之等編","哈佛燕京圖書館藏珍稀方志","1934","1934","1911","1949","111.749995","40.842356"
"H0013","綏遠省各縣鄉村調查紀實","省","內蒙古自治區","呼和浩特","綏遠省","民國","民國","","第1集","","哈佛燕京圖書館藏珍稀方志","1934","1934","1911","1949","111.749995","40.842356"
"H00FB","莊河縣志","縣","遼寧","大河","莊河縣","民國","民國","","18卷首1卷末1卷","楊維嶓... et al. 編纂","哈佛燕京圖書館藏珍稀方志","1934","1934","1911","1949","122.967328","39.680811"
"H0033","嘉慶一統志表","一統","北京","北京","順天府","民國","民國","初版","","","哈佛燕京圖書館藏珍稀方志","1935","1935","1911","1949","116.3705288","39.9084747"
"H0075","廣東通志列傳","省","廣東","廣州","廣東省","民國","民國","國立中山大學鉛印本","4卷","温廷敬輯纂","哈佛燕京圖書館藏珍稀方志","1935","1949","1911","1949","113.7632828","23.3790333"
"H0086","路橋志略","鎮","浙江","台州","路橋鎮","民國","民國","","6卷","楊晨編 ; 楊紹翰增補","哈佛燕京圖書館藏珍稀方志","1935","1935","1911","1949","121.419151","28.52013"
"H0040","江蘇六十一縣志","省","江蘇","鎮江","江蘇省","民國","民國","初版","2卷","殷惟龢","哈佛燕京圖書館藏珍稀方志","1936","1936","1911","1949","119.7889248","33.1401715"
"H0062","浙江新志","省","浙江","杭州","浙江省","民國","民國","第1版","2卷","姜卿雲","哈佛燕京圖書館藏珍稀方志","1936","1936","1911","1949","119.8917005","30.2610923"
"H004A","渦陽縣志略","縣","安徽","毫州","渦陽縣","民國","民國","","不分卷","朱國衡等纂","哈佛燕京圖書館藏珍稀方志","1936","1936","1911","1949","116.215665","33.49292"
"H004C","雲間雜識","縣","上海","松江","雲間郡","民國","民國","","2卷","李紹文","哈佛燕京圖書館藏珍稀方志","1936","1936","1911","1949","121.22764","31.00948"
"H0106","河北省治市縣沿革志略","省","河北","清苑","河北省","民國","民國","","不分卷","戴書紳","哈佛燕京圖書館藏珍稀方志","1937","1937","1911","1949","114.9042208","37.8956594"
"H0005","江蘇省鄉土志","省","江蘇","南京","江蘇省","民國","民國","初版","2卷","王培棠","哈佛燕京圖書館藏珍稀方志","1938","1938","1911","1949","119.7889248","33.1401715"
"H001C","河北省徐水縣事情","縣","河北","保定","徐水縣","民國","民國","","","卞乾孫","哈佛燕京圖書館藏珍稀方志","1938","1938","1911","1949","115.655774","39.018736"
"H001D","河北省清宛縣事情","縣","河北","保定","清苑縣","民國","民國","","","卞乾孫","哈佛燕京圖書館藏珍稀方志","1938","1938","1911","1949","115.50209","38.8557"
"H000A","蒙藏新志","省","內外蒙, 青海, 西康, 西藏自治區","蒙藏","海西蒙古族藏族自治州","民國","民國","","","黃奮生","哈佛燕京圖書館藏珍稀方志","1938","1938","1911","1949","97.0160864","37.3482596"
"H001B","河北省宛平縣事情","縣","北京","豐臺","宛平縣","民國","民國","","","卞乾孫","哈佛燕京圖書館藏珍稀方志","1939","1939","1911","1949","116.1922784","39.8409232"
"H0025","河北省正定縣事情調查","縣","河北","石家莊","正定縣","民國","民國","","","陳佩","哈佛燕京圖書館藏珍稀方志","1939","1939","1911","1949","114.570941","38.146444"
"H001A","河北省良鄉縣事情","縣","北京","房山","房山縣","民國","民國","","","卞乾孫","哈佛燕京圖書館藏珍稀方志","1939","1939","1911","1949","114.199134","38.247144"
"H0088","福建通志","省","福建","永安","福建省","民國","民國","民國二十八年(1939) 重修 (capa)","611卷","陳衍, 沈瑜慶纂修","哈佛燕京圖書館藏珍稀方志","1939","1942","1911","1949","117.9249002","26.4836842"
"H0008","新成都","市","四川","成都","成都","民國","民國","","","周芷穎","哈佛燕京圖書館藏珍稀方志","1943","1943","1911","1949","104.066801","30.572815"
"H0011","熱河新志","省","河北","承德","熱河省","民國","民國","","七章","武尚權著述","哈佛燕京圖書館藏珍稀方志","1943","1943","1911","1949","117.8754023","40.9867"
"H0018","青海志略","省","青海","西寧","青海省","民國","民國","","","許崇灝","哈佛燕京圖書館藏珍稀方志","1943","1943","1911","1949","101.4961271","36.6180593"
"H0015","新疆志略","省","新疆維吾爾自治區","迪化","新疆省","民國","民國","","","許崇灝","哈佛燕京圖書館藏珍稀方志","1944","1944","1911","1949","87.60406","43.79072"
"H0003","重慶要覽","市","四川","重慶","重慶","民國","民國","","","重慶市政府","哈佛燕京圖書館藏珍稀方志","1945","1945","1911","1949","106.912251","29.4315861"
"H0004","四川新地志","省","四川","成都","四川省","民國","民國","","不分卷","鄭勵儉","哈佛燕京圖書館藏珍稀方志","1947","1947","1911","1949","104.078","30.65039"
"H0021","瓊崖志略","省","海南","海口","瓊州府","民國","民國","","5章","許崇灝","哈佛燕京圖書館藏珍稀方志","1947","1947","1911","1949","109.949686","19.5663947"
"H0024","海南島新志","省","海南","海口","海南省","民國","民國","","11章","陳植","哈佛燕京圖書館藏珍稀方志","1949","1949","1911","1949","109.949686","19.5663947"
